id	County	rgo_code	RGOCodeSt	rgo_code_no	name	SPMMMSANAME		Color
40139	Texas County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A	#A3C3D9
40141	Tillman County	OK05	OK	05	Association of South Central Oklahoma Governments	0	#N/A	#E9ECF5
40147	Washington County	OK09	OK	09	Grsnd Gateway Economic Development Association	0	#N/A	#383B41
40149	Washita County	OK04	OK	04	South Western Oklahoma Development Authority	0	#N/A	#CCD6EB
40151	Woods County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A	#A3C3D9
40153	Woodward County	OK03	OK	03	Oklahoma Economic Development Authority	0	#N/A	#A3C3D9
41001	Baker County	OR09	OR	09	Northeast Oregon Economic Development District	0	#N/A	#2D363C
41007	Clatsop County	OR10	OR	10	Columbia-Pacific Economic Development District	0	#N/A	#383B41
41011	Coos County	OR99	OR	99	Unattached	0	#N/A	#DAC0D6
41013	Crook County	OR02	OR	02	Central Oregon Intergovernmental Council	0	#N/A	#993955
41015	Curry County	OR99	OR	99	Unattached	0	#N/A	#DAC0D6
41019	Douglas County	OR99	OR	99	Unattached	0	#N/A	#DAC0D6
41021	Gilliam County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A	#A3C3D9
41023	Grant County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A	#30212E
41025	Harney County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A	#30212E
41027	Hood River County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A	#A3C3D9
41031	Jefferson County	OR02	OR	02	Central Oregon Intergovernmental Council	0	#N/A	#993955
41035	Klamath County	OR11	OR	11	South Central Oregon Economic Development District	0	#N/A	#404143
41037	Lake County	OR11	OR	11	South Central Oregon Economic Development District	0	#N/A	#404143
41041	Lincoln County	OR06	OR	06	Oregon Cascades West Council of Governments	0	#N/A	#E9ECF5
41045	Malheur County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A	#30212E
41049	Morrow County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A	#30212E
41055	Sherman County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A	#A3C3D9
41057	Tillamook County	OR10	OR	10	Columbia-Pacific Economic Development District	0	#N/A	#383B41
41059	Umatilla County	OR08	OR	08	Greater Eastern Oregon Development Corporation	0	#N/A	#30212E
41059	Umatilla County	WA52	WA	52	None	0	#N/A	#E7ECF5
41061	Union County	OR09	OR	09	Northeast Oregon Economic Development District	0	#N/A	#2D363C
41063	Wallowa County	OR09	OR	09	Northeast Oregon Economic Development District	0	#N/A	#2D363C
41065	Wasco County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A	#A3C3D9
41069	Wheeler County	OR04	OR	04	Mid-Columbia Council of Governments	0	#N/A	#A3C3D9
42009	Bedford County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	0	#N/A	#E9ECF5
42015	Bradford County	PA10	PA	10	Northern Tier Regional Planning and Development Commission	0	#N/A	#404143
42023	Cameron County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A	#383B41
42031	Clarion County	PA08	PA	08	Northwest Commission	0	#N/A	#2D363C
42033	Clearfield County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A	#383B41
42035	Clinton County	PA06	PA	06	SEDA Council of Governments	0	#N/A	#2A1018
42039	Crawford County	PA08	PA	08	Northwest Commission	0	#N/A	#2D363C
42047	Elk County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A	#383B41
42053	Forest County	PA08	PA	08	Northwest Commission	0	#N/A	#2D363C
42057	Fulton County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	0	#N/A	#E9ECF5
42059	Greene County	PA02	PA	02	Southwestern Pennsylvania Commission	0	#N/A	#AE76A6
42061	Huntingdon County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	0	#N/A	#E9ECF5
42063	Indiana County	PA02	PA	02	Southwestern Pennsylvania Commission	0	#N/A	#AE76A6
42065	Jefferson County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A	#383B41
42067	Juniata County	PA06	PA	06	SEDA Council of Governments	0	#N/A	#2A1018
42083	McKean County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A	#383B41
42087	Mifflin County	PA06	PA	06	SEDA Council of Governments	0	#N/A	#2A1018
42097	Northumberland County	PA06	PA	06	SEDA Council of Governments	0	#N/A	#2A1018
42105	Potter County	PA09	PA	09	North Central Pennsylvania Planning and Development Commission	0	#N/A	#383B41
42107	Schuylkill County	PA07	PA	07	Northeastern Pennsylvania Alliance	0	#N/A	#30212E
42109	Snyder County	PA06	PA	06	SEDA Council of Governments	0	#N/A	#2A1018
42111	Somerset County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	0	#N/A	#E9ECF5
42113	Sullivan County	PA10	PA	10	Northern Tier Regional Planning and Development Commission	0	#N/A	#404143
42115	Susquehanna County	PA10	PA	10	Northern Tier Regional Planning and Development Commission	0	#N/A	#404143
42117	Tioga County	PA10	PA	10	Northern Tier Regional Planning and Development Commission	0	#N/A	#404143
42119	Union County	PA06	PA	06	SEDA Council of Governments	0	#N/A	#2A1018
42121	Venango County	PA08	PA	08	Northwest Commission	0	#N/A	#2D363C
42123	Warren County	PA08	PA	08	Northwest Commission	0	#N/A	#2D363C
42127	Wayne County	PA07	PA	07	Northeastern Pennsylvania Alliance	0	#N/A	#30212E
45001	Abbeville County	SC09	SC	09	Upper Savannah Council of Governments	0	#N/A	#383B41
45005	Allendale County	SC06	SC	06	Lower Savannah Council of Governments	0	#N/A	#2A1018
45009	Bamberg County	SC06	SC	06	Lower Savannah Council of Governments	0	#N/A	#2A1018
45011	Barnwell County	SC06	SC	06	Lower Savannah Council of Governments	0	#N/A	#2A1018
45021	Cherokee County	SC02	SC	02	Appalachian Council of Governments	0	#N/A	#AE76A6
45025	Chesterfield County	SC07	SC	07	Pee Dee Regional Council of Governments	0	#N/A	#30212E
45027	Clarendon County	SC08	SC	08	Santee-Lynches Regional Council of Governments	0	#N/A	#2D363C
45029	Colleton County	SC05	SC	05	Lowcountry Council of Governments	0	#N/A	#E9ECF5
45033	Dillon County	SC07	SC	07	Pee Dee Regional Council of Governments	0	#N/A	#30212E
45043	Georgetown County	SC10	SC	10	Waccamaw Regional Council of Governments	0	#N/A	#404143
45047	Greenwood County	SC09	SC	09	Upper Savannah Council of Governments	0	#N/A	#383B41
45049	Hampton County	SC05	SC	05	Lowcountry Council of Governments	0	#N/A	#E9ECF5
45061	Lee County	SC08	SC	08	Santee-Lynches Regional Council of Governments	0	#N/A	#2D363C
45065	McCormick County	SC09	SC	09	Upper Savannah Council of Governments	0	#N/A	#383B41
45067	Marion County	SC07	SC	07	Pee Dee Regional Council of Governments	0	#N/A	#30212E
45069	Marlboro County	SC07	SC	07	Pee Dee Regional Council of Governments	0	#N/A	#30212E
45073	Oconee County	SC02	SC	02	Appalachian Council of Governments	0	#N/A	#AE76A6
45075	Orangeburg County	SC06	SC	06	Lower Savannah Council of Governments	0	#N/A	#2A1018
45089	Williamsburg County	SC10	SC	10	Waccamaw Regional Council of Governments	0	#N/A	#404143
46003	Aurora County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46005	Beadle County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46007	Bennett County	SD02	SD	02	Black Hills Council of Governments	0	#N/A	#AE76A6
46009	Bon Homme County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46011	Brookings County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46013	Brown County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46015	Brule County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46017	Buffalo County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46019	Butte County	SD02	SD	02	Black Hills Council of Governments	0	#N/A	#AE76A6
46021	Campbell County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46023	Charles Mix County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46025	Clark County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46027	Clay County	SD01	SD	01	South Eastern Council of Governments	0	#N/A	#993955
46029	Codington County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46031	Corson County	SD99	SD	99	Unattached	0	#N/A	#30212E
46035	Davison County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46037	Day County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46039	Deuel County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46041	Dewey County	SD99	SD	99	Unattached	0	#N/A	#30212E
46043	Douglas County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46045	Edmunds County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46047	Fall River County	SD02	SD	02	Black Hills Council of Governments	0	#N/A	#AE76A6
46049	Faulk County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46051	Grant County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46053	Gregory County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46055	Haakon County	SD06	SD	06	Central South Dakota Enhancement District	0	#N/A	#2A1018
46057	Hamlin County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46059	Hand County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46061	Hanson County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46063	Harding County	SD02	SD	02	Black Hills Council of Governments	0	#N/A	#AE76A6
46065	Hughes County	SD06	SD	06	Central South Dakota Enhancement District	0	#N/A	#2A1018
46067	Hutchinson County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46069	Hyde County	SD06	SD	06	Central South Dakota Enhancement District	0	#N/A	#2A1018
46071	Jackson County	SD06	SD	06	Central South Dakota Enhancement District	0	#N/A	#2A1018
46073	Jerauld County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46075	Jones County	SD06	SD	06	Central South Dakota Enhancement District	0	#N/A	#2A1018
46077	Kingsbury County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46079	Lake County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46081	Lawrence County	SD02	SD	02	Black Hills Council of Governments	0	#N/A	#AE76A6
46085	Lyman County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46089	McPherson County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46091	Marshall County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46095	Mellette County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46097	Miner County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46101	Moody County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46102	Oglala Lakota County	SD02	SD	02	Black Hills Council of Governments	0	#N/A	#AE76A6
46102	Oglala Lakota County	SD99	SD	99	Unattached	0	#N/A	#30212E
46105	Perkins County	SD02	SD	02	Black Hills Council of Governments	0	#N/A	#AE76A6
46107	Potter County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46109	Roberts County	SD05	SD	05	First District Association of Local Governments	0	#N/A	#E9ECF5
46111	Sanborn County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46115	Spink County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46117	Stanley County	SD06	SD	06	Central South Dakota Enhancement District	0	#N/A	#2A1018
46119	Sully County	SD06	SD	06	Central South Dakota Enhancement District	0	#N/A	#2A1018
46121	Todd County	SD99	SD	99	Unattached	0	#N/A	#30212E
46123	Tripp County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46129	Walworth County	SD04	SD	04	Northeast Council of Governments	0	#N/A	#CCD6EB
46135	Yankton County	SD03	SD	03	Planning and Development District III	0	#N/A	#A3C3D9
46137	Ziebach County	SD99	SD	99	Unattached	0	#N/A	#30212E
47003	Bedford County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47005	Benton County	TN04	TN	04	Northwest Tennessee Development District	0	#N/A	#CCD6EB
47007	Bledsoe County	TN08	TN	08	Southeast Tennessee Development District	0	#N/A	#2D363C
47017	Carroll County	TN04	TN	04	Northwest Tennessee Development District	0	#N/A	#CCD6EB
47025	Claiborne County	TN01	TN	01	East Tennessee Development District	0	#N/A	#993955
47027	Clay County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47029	Cocke County	TN01	TN	01	East Tennessee Development District	0	#N/A	#993955
47031	Coffee County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47035	Cumberland County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47039	Decatur County	TN05	TN	05	Southwest Tennessee Development District	0	#N/A	#E9ECF5
47041	DeKalb County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47045	Dyer County	TN04	TN	04	Northwest Tennessee Development District	0	#N/A	#CCD6EB
47049	Fentress County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47051	Franklin County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47053	Gibson County	TN04	TN	04	Northwest Tennessee Development District	0	#N/A	#CCD6EB
47055	Giles County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47059	Greene County	TN09	TN	09	First Tenessee Development District	0	#N/A	#383B41
47061	Grundy County	TN08	TN	08	Southeast Tennessee Development District	0	#N/A	#2D363C
47067	Hancock County	TN09	TN	09	First Tenessee Development District	0	#N/A	#383B41
47069	Hardeman County	TN05	TN	05	Southwest Tennessee Development District	0	#N/A	#E9ECF5
47071	Hardin County	TN05	TN	05	Southwest Tennessee Development District	0	#N/A	#E9ECF5
47075	Haywood County	TN05	TN	05	Northwest Tennessee Development District	0	#N/A	#E9ECF5
47077	Henderson County	TN05	TN	05	Southwest Tennessee Development District	0	#N/A	#E9ECF5
47079	Henry County	TN04	TN	04	Northwest Tennessee Development District	0	#N/A	#CCD6EB
47083	Houston County	TN03	TN	03	Greater Nashville Regional Council 	0	#N/A	#A3C3D9
47085	Humphreys County	TN03	TN	03	Greater Nashville Regional Council 	0	#N/A	#A3C3D9
47087	Jackson County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47091	Johnson County	TN09	TN	09	First Tenessee Development District	0	#N/A	#383B41
47095	Lake County	TN04	TN	04	Northwest Tennessee Development District	0	#N/A	#CCD6EB
47099	Lawrence County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47101	Lewis County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47103	Lincoln County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47107	McMinn County	TN08	TN	08	Southeast Tennessee Development District	0	#N/A	#2D363C
47109	McNairy County	TN05	TN	05	Southwest Tennessee Development District	0	#N/A	#E9ECF5
47117	Marshall County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47121	Meigs County	TN08	TN	08	Southeast Tennessee Development District	0	#N/A	#2D363C
47123	Monroe County	TN01	TN	01	East Tennessee Development District	0	#N/A	#993955
47127	Moore County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47131	Obion County	TN04	TN	04	Northwest Tennessee Development District	0	#N/A	#CCD6EB
47133	Overton County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47135	Perry County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47137	Pickett County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47141	Putnam County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47143	Rhea County	TN08	TN	08	Southeast Tennessee Development District	0	#N/A	#2D363C
47151	Scott County	TN01	TN	01	East Tennessee Development District	0	#N/A	#993955
47155	Sevier County	TN01	TN	01	East Tennessee Development District	0	#N/A	#993955
47161	Stewart County	TN03	TN	03	Greater Nashville Regional Council 	0	#N/A	#A3C3D9
47175	Van Buren County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47177	Warren County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
47181	Wayne County	TN06	TN	06	South Central Tennessee Development District	0	#N/A	#2A1018
47183	Weakley County	TN04	TN	04	Northwest Tennessee Development District	0	#N/A	#CCD6EB
47185	White County	TN07	TN	07	Upper Cumberland Development District	0	#N/A	#30212E
48001	Anderson County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48003	Andrews County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48005	Angelina County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48017	Bailey County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48023	Baylor County	TX03	TX	03	Nortex Regional Planning Commission	0	#N/A	#A3C3D9
48025	Bee County	TX20	TX	20	Coastal Bend Council of Governments	0	#N/A	#B3B3B6
48031	Blanco County	TX12	TX	12	Capital Area Council of Governments	0	#N/A	#DAC0D6
48033	Borden County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48035	Bosque County	TX11	TX	11	Heart of Texas Council of Governments	0	#N/A	#D0A5B1
48043	Brewster County	TX08	TX	08	Rio Grande Council of Governments	0	#N/A	#2D363C
48045	Briscoe County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48047	Brooks County	TX20	TX	20	Coastal Bend Council of Governments	0	#N/A	#B3B3B6
48049	Brown County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48053	Burnet County	TX12	TX	12	Capital Area Council of Governments	0	#N/A	#DAC0D6
48057	Calhoun County	TX17	TX	17	Golden Crescent Regional Planning Commission	0	#N/A	#9F8C9C
48063	Camp County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48067	Cass County	TX05	TX	05	Ark-Tex Area Council of Governments	0	#N/A	#E9ECF5
48069	Castro County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48073	Cherokee County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48075	Childress County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48079	Cochran County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48081	Coke County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48083	Coleman County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48087	Collingsworth County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48089	Colorado County	TX16	TX	16	Houston-Galveston Area Council	0	#N/A	 #987981
48093	Comanche County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48095	Concho County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48097	Cooke County	TX22	TX	22	Texoma Council of Governments	0	#N/A	#645862
48101	Cottle County	TX03	TX	03	Nortex Regional Planning Commission	0	#N/A	#A3C3D9
48103	Crane County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48105	Crockett County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48109	Culberson County	TX08	TX	08	Rio Grande Council of Governments	0	#N/A	#2D363C
48111	Dallam County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48115	Dawson County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48117	Deaf Smith County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48119	Delta County	TX05	TX	05	Ark-Tex Area Council of Governments	0	#N/A	#E9ECF5
48123	DeWitt County	TX17	TX	17	Golden Crescent Regional Planning Commission	0	#N/A	#9F8C9C
48125	Dickens County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48127	Dimmit County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
48129	Donley County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48131	Duval County	TX20	TX	20	Coastal Bend Council of Governments	0	#N/A	#B3B3B6
48133	Eastland County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48137	Edwards County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
48143	Erath County	TX04	TX	04	North Central Texas Council of Governments	0	#N/A	#CCD6EB
48147	Fannin County	TX22	TX	22	Texoma Council of Governments	0	#N/A	#645862
48149	Fayette County	TX12	TX	12	Capital Area Council of Governments	0	#N/A	#DAC0D6
48151	Fisher County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48153	Floyd County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48155	Foard County	TX03	TX	03	Nortex Regional Planning Commission	0	#N/A	#A3C3D9
48159	Franklin County	TX05	TX	05	Ark-Tex Area Council of Governments	0	#N/A	#E9ECF5
48161	Freestone County	TX11	TX	11	Heart of Texas Council of Governments	0	#N/A	#D0A5B1
48163	Frio County	TX18	TX	18	Alamo Area Council of Governments	0	#N/A	#9BA6AD
48165	Gaines County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48169	Garza County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48171	Gillespie County	TX18	TX	18	Alamo Area Council of Governments	0	#N/A	#9BA6AD
48173	Glasscock County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48177	Gonzales County	TX17	TX	17	Golden Crescent Regional Planning Commission	0	#N/A	#9F8C9C
48179	Gray County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48185	Grimes County	TX13	TX	13	Brazos Valley Council of Governments	0	#N/A	#D5E3ED
48189	Hale County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48191	Hall County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48193	Hamilton County	TX23	TX	23	Central Texas Council of Governments	0	#N/A	#61686C
48195	Hansford County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48197	Hardeman County	TX03	TX	03	Nortex Regional Planning Commission	0	#N/A	#A3C3D9
48203	Harrison County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48205	Hartley County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48207	Haskell County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48211	Hemphill County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48213	Henderson County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48217	Hill County	TX11	TX	11	Heart of Texas Council of Governments	0	#N/A	#D0A5B1
48219	Hockley County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48223	Hopkins County	TX05	TX	05	Ark-Tex Area Council of Governments	0	#N/A	#E9ECF5
48225	Houston County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48227	Howard County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48233	Hutchinson County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48237	Jack County	TX03	TX	03	Nortex Regional Planning Commission	0	#N/A	#A3C3D9
48239	Jackson County	TX17	TX	17	Golden Crescent Regional Planning Commission	0	#N/A	#9F8C9C
48241	Jasper County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48243	Jeff Davis County	TX08	TX	08	Rio Grande Council of Governments	0	#N/A	#2D363C
48247	Jim Hogg County	TX19	TX	19	South Texas Development Council	0	#N/A	#A9ACB3
48249	Jim Wells County	TX20	TX	20	Coastal Bend Council of Governments	0	#N/A	#B3B3B6
48255	Karnes County	TX18	TX	18	Alamo Area Council of Governments	0	#N/A	#9BA6AD
48261	Kenedy County	TX20	TX	20	Coastal Bend Council of Governments	0	#N/A	#B3B3B6
48263	Kent County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48265	Kerr County	TX18	TX	18	Alamo Area Council of Governments	0	#N/A	#9BA6AD
48267	Kimble County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48269	King County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48271	Kinney County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
48273	Kleberg County	TX20	TX	20	Coastal Bend Council of Governments	0	#N/A	#B3B3B6
48275	Knox County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48277	Lamar County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48277	Lamar County	TX05	TX	05	Ark-Tex Area Council of Governments	0	#N/A	#E9ECF5
48279	Lamb County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48283	La Salle County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
48285	Lavaca County	TX17	TX	17	Golden Crescent Regional Planning Commission	0	#N/A	#9F8C9C
48287	Lee County	TX12	TX	12	Capital Area Council of Governments	0	#N/A	#DAC0D6
48289	Leon County	TX13	TX	13	Brazos Valley Council of Governments	0	#N/A	#D5E3ED
48293	Limestone County	TX11	TX	11	Heart of Texas Council of Governments	0	#N/A	#D0A5B1
48295	Lipscomb County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48297	Live Oak County	TX20	TX	20	Coastal Bend Council of Governments	0	#N/A	#B3B3B6
48299	Llano County	TX12	TX	12	Capital Area Council of Governments	0	#N/A	#DAC0D6
48301	Loving County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48307	McCulloch County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48311	McMullen County	TX18	TX	18	Alamo Area Council of Governments	0	#N/A	#9BA6AD
48313	Madison County	TX13	TX	13	Brazos Valley Council of Governments	0	#N/A	#D5E3ED
48315	Marion County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48319	Mason County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48321	Matagorda County	TX16	TX	16	Houston-Galveston Area Council	0	#N/A	 #987981
48323	Maverick County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
48327	Menard County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48331	Milam County	TX23	TX	23	Central Texas Council of Governments	0	#N/A	#61686C
48333	Mills County	TX23	TX	23	Central Texas Council of Governments	0	#N/A	#61686C
48335	Mitchell County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48337	Montague County	TX03	TX	03	Nortex Regional Planning Commission	0	#N/A	#A3C3D9
48341	Moore County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48343	Morris County	TX05	TX	05	Ark-Tex Area Council of Governments	0	#N/A	#E9ECF5
48345	Motley County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48347	Nacogdoches County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48349	Navarro County	TX04	TX	04	North Central Texas Council of Governments	0	#N/A	#CCD6EB
48353	Nolan County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48357	Ochiltree County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48363	Palo Pinto County	TX04	TX	04	North Central Texas Council of Governments	0	#N/A	#CCD6EB
48365	Panola County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48369	Parmer County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
