id	County	rgo_code	RGOCodeSt	rgo_code_no	name	SPMMMSANAME		Color
48371	Pecos County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48373	Polk County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48377	Presidio County	TX08	TX	08	Rio Grande Council of Governments	0	#N/A	#2D363C
48379	Rains County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48383	Reagan County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48385	Real County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
48387	Red River County	TX05	TX	05	Ark-Tex Area Council of Governments	0	#N/A	#E9ECF5
48389	Reeves County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48391	Refugio County	TX20	TX	20	Coastal Bend Council of Governments	0	#N/A	#B3B3B6
48393	Roberts County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48399	Runnels County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48403	Sabine County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48405	San Augustine County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48407	San Jacinto County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48411	San Saba County	TX23	TX	23	Central Texas Council of Governments	0	#N/A	#61686C
48413	Schleicher County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48415	Scurry County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48417	Shackelford County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48419	Shelby County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48421	Sherman County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48427	Starr County	TX19	TX	19	South Texas Development Council	0	#N/A	#A9ACB3
48429	Stephens County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48431	Sterling County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48433	Stonewall County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48435	Sutton County	TX10	TX	10	Concho Valley Area Council of Governments	0	#N/A	#404143
48437	Swisher County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48443	Terrell County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48445	Terry County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48447	Throckmorton County	TX07	TX	07	West Central Texas Council of Governments	0	#N/A	#30212E
48449	Titus County	TX05	TX	05	Ark-Tex Area Council of Governments	0	#N/A	#E9ECF5
48455	Trinity County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48457	Tyler County	TX14	TX	14	Deep East Texas Council of Governments	0	#N/A	#E7ECF5
48461	Upton County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48463	Uvalde County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
48465	Val Verde County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
48467	Van Zandt County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48471	Walker County	TX16	TX	16	Houston-Galveston Area Council	0	#N/A	 #987981
48475	Ward County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48477	Washington County	TX13	TX	13	Brazos Valley Council of Governments	0	#N/A	#D5E3ED
48481	Wharton County	TX16	TX	16	Houston-Galveston Area Council	0	#N/A	 #987981
48483	Wheeler County	TX01	TX	01	Panhandle Regional Planning Commission	0	#N/A	#993955
48487	Wilbarger County	TX03	TX	03	Nortex Regional Planning Commission	0	#N/A	#A3C3D9
48489	Willacy County	TX21	TX	21	Lower Rio Grande Development Council	0	#N/A	#5F4B51
48495	Winkler County	TX09	TX	09	Permian Basin Regional Planning Commission	0	#N/A	#383B41
48499	Wood County	TX06	TX	06	East Texas Council of Governments	0	#N/A	#2A1018
48501	Yoakum County	TX02	TX	02	South Plains Association of Governments	0	#N/A	#AE76A6
48503	Young County	TX03	TX	03	Nortex Regional Planning Commission	0	#N/A	#A3C3D9
48505	Zapata County	TX19	TX	19	South Texas Development Council	0	#N/A	#A9ACB3
48507	Zavala County	TX24	TX	24	Middle Rio Grande Development Council	0	#N/A	#696C70
49001	Beaver County	UT03	UT	03	Five County Association of Governments	0	#N/A	#A3C3D9
49007	Carbon County	UT06	UT	06	Southeastern Association of Governments	0	#N/A	#2A1018
49009	Daggett County	UT07	UT	07	Uintah Basin Association of Governments	0	#N/A	#30212E
49013	Duchesne County	UT07	UT	07	Uintah Basin Association of Governments	0	#N/A	#30212E
49015	Emery County	UT06	UT	06	Southeastern Association of Governments	0	#N/A	#2A1018
49017	Garfield County	UT03	UT	03	Five County Association of Governments	0	#N/A	#A3C3D9
49019	Grand County	UT06	UT	06	Southeastern Association of Governments	0	#N/A	#2A1018
49021	Iron County	UT03	UT	03	Five County Association of Governments	0	#N/A	#A3C3D9
49025	Kane County	UT03	UT	03	Five County Association of Governments	0	#N/A	#A3C3D9
49027	Millard County	UT05	UT	05	Six County Association of Governments	0	#N/A	#E9ECF5
49031	Piute County	UT05	UT	05	Six County Association of Governments	0	#N/A	#E9ECF5
49033	Rich County	UT04	UT	04	Bear River Association of Governments	0	#N/A	#CCD6EB
49037	San Juan County	UT06	UT	06	Southeastern Association of Governments	0	#N/A	#2A1018
49039	Sanpete County	UT05	UT	05	Six County Association of Governments	0	#N/A	#E9ECF5
49041	Sevier County	UT05	UT	05	Six County Association of Governments	0	#N/A	#E9ECF5
49043	Summit County	UT02	UT	02	Mountainland Association of Governments	0	#N/A	#AE76A6
49047	Uintah County	UT07	UT	07	Uintah Basin Association of Governments	0	#N/A	#30212E
49051	Wasatch County	UT02	UT	02	Mountainland Association of Governments	0	#N/A	#AE76A6
49055	Wayne County	UT05	UT	05	Six County Association of Governments	0	#N/A	#E9ECF5
51001	Accomack County	VA20	VA	20	Accomack-Northampton Planning District Commission	0	#N/A	#B3B3B6
51005	Alleghany County	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	0	#N/A	#30212E
51017	Bath County	VA08	VA	08	Central Shenandoah Planning District Commission	0	#N/A	#2D363C
51021	Bland County	VA05	VA	05	Mount Rogers Planning District Commission	0	#N/A	#E9ECF5
51025	Brunswick County	VA14	VA	14	Southside Planning District Commission	0	#N/A	#E7ECF5
51027	Buchanan County	VA04	VA	04	Cumberland Plateau Planning District Commission	0	#N/A	#CCD6EB
51035	Carroll County	VA05	VA	05	Mount Rogers Planning District Commission	0	#N/A	#E9ECF5
51037	Charlotte County	VA15	VA	15	Commonwealth Regional Council	0	#N/A	#F5F6FA
51051	Dickenson County	VA04	VA	04	Cumberland Plateau Planning District Commission	0	#N/A	#CCD6EB
51057	Essex County	VA18	VA	18	Middle Penisula Planning District Commission	0	#N/A	#9BA6AD
51077	Grayson County	VA05	VA	05	Mount Rogers Planning District Commission	0	#N/A	#E9ECF5
51081	Greensville County	VA19	VA	19	Crater Planning District Commission	0	#N/A	#A9ACB3
51083	Halifax County	VA14	VA	14	Southside Planning District Commission	0	#N/A	#E7ECF5
51089	Henry County	VA13	VA	13	West Piedmont Planning District Commission	0	#N/A	#D5E3ED
51091	Highland County	VA08	VA	08	Central Shenandoah Planning District Commission	0	#N/A	#2D363C
51097	King and Queen County	VA18	VA	18	Middle Penisula Planning District Commission	0	#N/A	#9BA6AD
51099	King George County	VA16	VA	16	George Washington Regional Commission	0	#N/A	 #987981
51103	Lancaster County	VA17	VA	17	Northern Neck Plannning District Commision	0	#N/A	#9F8C9C
51105	Lee County	VA03	VA	03	Lenowisco Planning District Commission	0	#N/A	#A3C3D9
51109	Louisa County	VA11	VA	11	Thomas Jefferson Planning District Commission	0	#N/A	#D0A5B1
51111	Lunenburg County	VA15	VA	15	Commonwealth Regional Council	0	#N/A	#F5F6FA
51113	Madison County	VA10	VA	10	Rappahannock-Rapidan Regional Council	0	#N/A	#404143
51117	Mecklenburg County	VA14	VA	14	Southside Planning District Commission	0	#N/A	#E7ECF5
51119	Middlesex County	VA18	VA	18	Middle Penisula Planning District Commission	0	#N/A	#9BA6AD
51131	Northampton County	VA20	VA	20	Accomack-Northampton Planning District Commission	0	#N/A	#B3B3B6
51133	Northumberland County	VA17	VA	17	Northern Neck Plannning District Commision	0	#N/A	#9F8C9C
51137	Orange County	VA10	VA	10	Rappahannock-Rapidan Regional Council	0	#N/A	#404143
51139	Page County	VA09	VA	09	Northern Shenandoah Valley Regional Commission	0	#N/A	#383B41
51141	Patrick County	VA13	VA	13	West Piedmont Planning District Commission	0	#N/A	#D5E3ED
51143	Pittsylvania County	VA13	VA	13	West Piedmont Planning District Commission	0	#N/A	#D5E3ED
51147	Prince Edward County	VA15	VA	15	Commonwealth Regional Council	0	#N/A	#F5F6FA
51159	Richmond County	VA17	VA	17	Northern Neck Plannning District Commision	0	#N/A	#9F8C9C
51163	Rockbridge County	VA08	VA	08	Central Shenandoah Planning District Commission	0	#N/A	#2D363C
51167	Russell County	VA04	VA	04	Cumberland Plateau Planning District Commission	0	#N/A	#CCD6EB
51171	Shenandoah County	VA09	VA	09	Northern Shenandoah Valley Regional Commission	0	#N/A	#383B41
51173	Smyth County	VA05	VA	05	Mount Rogers Planning District Commission	0	#N/A	#E9ECF5
51175	Southampton County	VA01	VA	01	Hampton Roads Planning District Commission	0	#N/A	#993955
51181	Surry County	VA01	VA	01	Hampton Roads Planning District Commission	0	#N/A	#993955
51185	Tazewell County	VA04	VA	04	Cumberland Plateau Planning District Commission	0	#N/A	#CCD6EB
51193	Westmoreland County	VA17	VA	17	Northern Neck Plannning District Commision	0	#N/A	#9F8C9C
51195	Wise County	VA03	VA	03	Lenowisco Planning District Commission	0	#N/A	#A3C3D9
51197	Wythe County	VA05	VA	05	Mount Rogers Planning District Commission	0	#N/A	#E9ECF5
51530	Buena Vista, City of[23]	VA08	VA	08	Central Shenandoah Planning District Commission	0	#N/A	#2D363C
51580	Covington, City of[23]	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	0	#N/A	#30212E
51590	Danville, City of[23]	VA13	VA	13	West Piedmont Planning District Commission	0	#N/A	#D5E3ED
51595	Emporia, City of[23]	VA19	VA	19	Crater Planning District Commission	0	#N/A	#A9ACB3
51620	Franklin, City of[23]	VA01	VA	01	Hampton Roads Planning District Commission	0	#N/A	#993955
51678	Lexington, City of[23]	VA08	VA	08	Central Shenandoah Planning District Commission	0	#N/A	#2D363C
51690	Martinsville, City of[23]	VA13	VA	13	West Piedmont Planning District Commission	0	#N/A	#D5E3ED
51720	Norton, City of[23]	VA03	VA	03	Lenowisco Planning District Commission	0	#N/A	#A3C3D9
53001	Adams County	WA99	WA	99	none	0	#N/A	#F5F6FA
53009	Clallam County	WA99	WA	99	none	0	#N/A	#F5F6FA
53019	Ferry County	WA10	WA	10	Tri County Economic Development District	0	#N/A	#404143
53023	Garfield County	WA11	WA	11	Southeast Washington Economic Development Association	0	#N/A	#D0A5B1
53025	Grant County	WA99	WA	99	none	0	#N/A	#F5F6FA
53027	Grays Harbor County	WA04	WA	04	Columbia Pacific Resource Conservation Economic Development District	0	#N/A	#CCD6EB
53029	Island County	WA99	WA	99	none	0	#N/A	#F5F6FA
53031	Jefferson County	WA99	WA	99	none	0	#N/A	#F5F6FA
53037	Kittitas County	WA99	WA	99	none	0	#N/A	#F5F6FA
53039	Klickitat County	WA50	WA	50	Southwest Washington Regional Transportation Council	0	#N/A	#DAC0D6
53041	Lewis County	WA99	WA	99	none	0	#N/A	#F5F6FA
53043	Lincoln County	WA99	WA	99	none	0	#N/A	#F5F6FA
53045	Mason County	WA04	WA	04	Columbia Pacific Resource Conservation Economic Development District	0	#N/A	#CCD6EB
53047	Okanogan County	WA08	WA	08	North Central Washington Development District	0	#N/A	#2D363C
53049	Pacific County	WA04	WA	04	Columbia Pacific Resource Conservation Economic Development District	0	#N/A	#CCD6EB
53055	San Juan County	WA99	WA	99	none	0	#N/A	#F5F6FA
53069	Wahkiakum County	WA03	WA	03	Cowlitz-Wahkiakum Council of Governments	0	#N/A	#A3C3D9
53075	Whitman County	WA11	WA	11	Southeast Washington Economic Development Association	0	#N/A	#D0A5B1
54001	Barbour County	WV07	WV	07	Region VII Planning and Development Council	0	#N/A	#30212E
54007	Braxton County	WV07	WV	07	Region VII Planning and Development Council	0	#N/A	#30212E
54013	Calhoun County	WV05	WV	05	Mid-Ohio Valley Regional Council	0	#N/A	#E9ECF5
54017	Doddridge County	WV06	WV	06	Region VI Planning and Development Council	0	#N/A	#2A1018
54021	Gilmer County	WV07	WV	07	Region VII Planning and Development Council	0	#N/A	#30212E
54023	Grant County	WV08	WV	08	Region 8 Planning and Development Council	0	#N/A	#2D363C
54025	Greenbrier County	WV04	WV	04	Region 4 Planning and Development Council	0	#N/A	#CCD6EB
54031	Hardy County	WV08	WV	08	Region 8 Planning and Development Council	0	#N/A	#2D363C
54033	Harrison County	WV06	WV	06	Region VI Planning and Development Council	0	#N/A	#2A1018
54035	Jackson County	WV05	WV	05	Mid-Ohio Valley Regional Council	0	#N/A	#E9ECF5
54041	Lewis County	WV07	WV	07	Region VII Planning and Development Council	0	#N/A	#30212E
54045	Logan County	WV03	WV	03	Region II Planning and Development Council	0	#N/A	#A3C3D9
54047	McDowell County	WV02	WV	02	Region I Planning and Development Commission	0	#N/A	#AE76A6
54049	Marion County	WV06	WV	06	Region VI Planning and Development Council	0	#N/A	#2A1018
54053	Mason County	WV03	WV	03	Region II Planning and Development Council	0	#N/A	#A3C3D9
54055	Mercer County	WV02	WV	02	Region I Planning and Development Commission	0	#N/A	#AE76A6
54059	Mingo County	WV03	WV	03	Region II Planning and Development Council	0	#N/A	#A3C3D9
54063	Monroe County	WV02	WV	02	Region I Planning and Development Commission	0	#N/A	#AE76A6
54065	Morgan County	WV09	WV	09	The Eastern Panhandle Regional Planning and Development Council	0	#N/A	#383B41
54067	Nicholas County	WV04	WV	04	Region 4 Planning and Development Council	0	#N/A	#CCD6EB
54071	Pendleton County	WV08	WV	08	Region 8 Planning and Development Council	0	#N/A	#2D363C
54073	Pleasants County	WV05	WV	05	Mid-Ohio Valley Regional Council	0	#N/A	#E9ECF5
54075	Pocahontas County	WV04	WV	04	Region 4 Planning and Development Council	0	#N/A	#CCD6EB
54083	Randolph County	WV07	WV	07	Region VII Planning and Development Council	0	#N/A	#30212E
54085	Ritchie County	WV05	WV	05	Mid-Ohio Valley Regional Council	0	#N/A	#E9ECF5
54087	Roane County	WV05	WV	05	Mid-Ohio Valley Regional Council	0	#N/A	#E9ECF5
54089	Summers County	WV02	WV	02	Region I Planning and Development Commission	0	#N/A	#AE76A6
54091	Taylor County	WV06	WV	06	Region VI Planning and Development Council	0	#N/A	#2A1018
54093	Tucker County	WV07	WV	07	Region VII Planning and Development Council	0	#N/A	#30212E
54095	Tyler County	WV05	WV	05	Mid-Ohio Valley Regional Council	0	#N/A	#E9ECF5
54097	Upshur County	WV07	WV	07	Region VII Planning and Development Council	0	#N/A	#30212E
54101	Webster County	WV04	WV	04	Region 4 Planning and Development Council	0	#N/A	#CCD6EB
54103	Wetzel County	WV10	WV	10	Belomar Regional Council	0	#N/A	#404143
54109	Wyoming County	WV02	WV	02	Region I Planning and Development Commission	0	#N/A	#AE76A6
55001	Adams County	WI05	WI	05	North Central Wisonsin Regional Planning Commission	0	#N/A	#E9ECF5
55003	Ashland County	WI09	WI	09	Northwest Regional Planning Commission	0	#N/A	#383B41
55005	Barron County	WI03	WI	03	West Central Wisconsin Regional Planning Commission	0	#N/A	#A3C3D9
55007	Bayfield County	WI09	WI	09	Northwest Regional Planning Commission	0	#N/A	#383B41
55011	Buffalo County	WI04	WI	04	Mississippi River Regional Planning Commission	0	#N/A	#CCD6EB
55013	Burnett County	WI09	WI	09	Northwest Regional Planning Commission	0	#N/A	#383B41
55019	Clark County	WI03	WI	03	West Central Wisconsin Regional Planning Commission	0	#N/A	#A3C3D9
55023	Crawford County	WI04	WI	04	Mississippi River Regional Planning Commission	0	#N/A	#CCD6EB
55027	Dodge County	WI99	WI	99	Unattached	0	#N/A	#D0A5B1
55029	Door County	WI02	WI	02	Bay-Lake Regional Planning Commission	0	#N/A	#AE76A6
55033	Dunn County	WI03	WI	03	West Central Wisconsin Regional Planning Commission	0	#N/A	#A3C3D9
55037	Florence County	WI02	WI	02	Bay-Lake Regional Planning Commission	0	#N/A	#AE76A6
55041	Forest County	WI05	WI	05	North Central Wisonsin Regional Planning Commission	0	#N/A	#E9ECF5
55043	Grant County	WI07	WI	07	Southwestern Wisconsin Regional Planning Commission	0	#N/A	#30212E
55047	Green Lake County	WI06	WI	06	East Central Wisconsin Regional Planning Commission	0	#N/A	#2A1018
55051	Iron County	WI09	WI	09	Northwest Regional Planning Commission	0	#N/A	#383B41
55053	Jackson County	WI04	WI	04	Mississippi River Regional Planning Commission	0	#N/A	#CCD6EB
55055	Jefferson County	WI99	WI	99	Unattached	0	#N/A	#D0A5B1
55057	Juneau County	WI05	WI	05	North Central Wisonsin Regional Planning Commission	0	#N/A	#E9ECF5
55065	Lafayette County	WI07	WI	07	Southwestern Wisconsin Regional Planning Commission	0	#N/A	#30212E
55067	Langlade County	WI05	WI	05	North Central Wisonsin Regional Planning Commission	0	#N/A	#E9ECF5
55069	Lincoln County	WI05	WI	05	North Central Wisonsin Regional Planning Commission	0	#N/A	#E9ECF5
55071	Manitowoc County	WI02	WI	02	Bay-Lake Regional Planning Commission	0	#N/A	#AE76A6
55075	Marinette County	WI02	WI	02	Bay-Lake Regional Planning Commission	0	#N/A	#AE76A6
55077	Marquette County	WI06	WI	06	East Central Wisconsin Regional Planning Commission	0	#N/A	#2A1018
55078	Menominee County	WI06	WI	06	East Central Wisconsin Regional Planning Commission	0	#N/A	#2A1018
55081	Monroe County	WI04	WI	04	Mississippi River Regional Planning Commission	0	#N/A	#CCD6EB
55085	Oneida County	WI05	WI	05	North Central Wisonsin Regional Planning Commission	0	#N/A	#E9ECF5
55091	Pepin County	WI04	WI	04	Mississippi River Regional Planning Commission	0	#N/A	#CCD6EB
55095	Polk County	WI03	WI	03	West Central Wisconsin Regional Planning Commission	0	#N/A	#A3C3D9
55097	Portage County	WI05	WI	05	North Central Wisonsin Regional Planning Commission	0	#N/A	#E9ECF5
55099	Price County	WI04	WI	04	Mississippi River Regional Planning Commission	0	#N/A	#CCD6EB
